trade_date,close,pct_chg,vol,ema24,ma120,ma250,rise,fall,rise_limit,fall_limit,rise_limit_count,ema24_up,ma120_up,north_money,pct_chg_v,vol_5,vol_v,ema24_on_v,ma120_on_v,ma250_on_v,rise_fall_v,rise_limit_fall_limit_v,rise_limit_count_5,rise_limit_count_v,ema24_up_5,ema24_up_v,ma120_up_5,ma120_up_v,north_money_5,north_money_v1,north_money_v,v,v_5
20171213,3303.0373,0.6774,111998647.0,3334.63,3316.27,3239.83,2374,726,19,0,5,776,660,3017.74,2.25,126776934.4,2.64,-5,-4,3,1.59,3.0,7.6,1.98,644.0,4.8,630.2,3.1500000000000004,1307.175999999999,2.31,4.0,1.6,1.2
20171212,3280.8136,-1.2456,124604827.0,3337.38,3315.04,3239.41,519,2647,11,5,9,631,620,-659.190000000001,-4.1499999999999995,134698095.4,2.79,-5,-4,3,-2.0100000000000002,1.1400000000000001,8.0,3.3600000000000003,573.4,4.4,615.0,3.0300000000000002,-67.02600000000083,9.83,-4.0,-0.1,1.0
20171211,3322.1956,0.9788,131965984.0,3342.3,3313.87,3239.11,2542,567,37,1,8,813,682,1663.44,3.25,151432902.4,2.61,-5,4,3,1.92,2.8499999999999996,7.4,3.24,518.2,6.28,600.4,3.42,-561.6000000000006,2.96,4.0,2.7,1.0
20171208,3289.9924,0.5482,133209314.0,3344.05,3312.39,3238.8,2687,451,41,4,9,572,617,3989.0,1.85,154650363.2,2.58,-5,-4,3,2.13,2.46,6.4,4.2299999999999995,454.6,5.04,595.6,3.12,-899.0000000000011,4.44,4.0,1.8,0.6
20171207,3272.0542,-0.6652,132105900.0,3348.75,3311.0,3238.73,1235,1846,23,2,7,428,572,-1475.11,-2.2,155848160.4,2.55,-5,-4,3,-0.6000000000000001,2.52,6.2,3.3899999999999997,455.2,3.76,619.2,2.7600000000000002,-1028.400000000001,1.43,-4.0,0.2,0.7
20171206,3293.9648,-0.2939,151604452.0,3355.41,3309.84,3238.64,2404,740,27,4,7,423,584,-3853.27,-1.0,160746150.6,2.82,-5,-4,3,1.59,2.2199999999999998,7.0,3.0,461.6,3.68,643.0,2.73,-866.8980000000014,4.44,-4.0,0.5,0.9
20171205,3303.6751,-0.1796,208278862.0,3360.76,3308.48,3238.6,416,2777,12,21,6,355,547,-3132.06,-0.6,167186446.6,3.75,-5,-4,3,-2.2199999999999998,-0.81,7.6,2.37,480.4,2.96,670.2,2.46,191.46999999999852,16.36,-4.0,-0.2,1.2
20171204,3309.6183,-0.2411,148053288.0,3365.72,3307.23,3238.49,649,2511,10,64,3,495,658,-23.560000000002,-0.8,153180234.0,2.91,-5,4,3,-1.77,-2.19,7.6,1.17,500.2,3.96,704.4,2.79,1512.0259999999985,0.02,-0.06,0.7,1.6
20171201,3317.6174,0.0129,139198300.0,3370.6,3305.81,3238.3,2401,698,25,1,8,575,735,3342.0,0.05,156857410.4,2.67,-5,4,3,1.6500000000000001,2.7600000000000002,8.4,2.8499999999999996,464.8,4.96,700.4,3.1500000000000004,1261.247999999999,2.65,4.0,2.2,1.5
20171130,3317.1884,-0.6194,156595851.0,3375.21,3304.48,3238.0,1065,2017,19,1,11,460,691,-667.600000000001,-2.05,160931683.0,2.91,-5,4,3,-0.9299999999999999,2.7,8.8,3.75,438.6,4.2,697.6,2.9699999999999998,790.0479999999989,0.85,-2.55,1.2,1.4
20171129,3337.862,0.1261,183805932.0,3380.25,3303.09,3237.69,1370,1766,33,1,10,517,720,1438.57,0.4,172665591.4,3.18,-5,4,3,-0.39,2.82,9.8,3.06,431.6,4.8,699.0,3.09,1328.289999999999,1.08,3.24,2.0,1.3
20171128,3333.657,0.344,138247799.0,3383.94,3301.45,3237.33,2869,318,39,3,6,454,718,3470.72,1.1500000000000001,178617823.6,2.31,-5,4,3,2.4000000000000004,2.58,10.8,1.6800000000000002,456.4,3.96,720.8,3.0,1148.1119999999992,3.02,4.0,2.1,1.5
20171127,3322.2298,-0.9419,166439170.0,3388.31,3299.52,3236.87,829,2280,16,38,7,318,638,-1277.45,-3.15,190342624.4,2.61,-5,4,3,-1.41,-1.23,12.4,1.6800000000000002,493.2,2.56,742.4,2.58,346.4379999999995,3.69,-4.0,0.1,1.6
20171124,3353.8207,0.0568,159569663.0,3394.06,3297.6,3236.35,1761,1337,28,14,10,444,721,986.0,0.2,192359727.0,2.4899999999999998,-5,4,3,0.42000000000000004,0.99,14.2,2.0999999999999996,547.4,3.24,777.6,2.79,456.2019999999995,2.16,4.0,1.7,1.8
20171123,3351.9182,-2.2897,215265393.0,3397.56,3295.53,3235.77,304,2897,25,20,16,425,698,2023.61,-7.65,210337425.0,3.06,-5,4,3,-2.43,0.33,15.6,3.09,560.2,3.04,792.2,2.64,-15.798000000000524,128.09,4.0,0.7,1.5
20171122,3430.4643,0.5854,213567093.0,3401.53,3293.45,3235.19,1414,1720,33,4,15,641,829,537.68,1.9500000000000002,198621212.8,3.24,5,4,3,-0.30000000000000004,2.34,15.8,2.8499999999999996,649.2,3.96,859.2,2.88,-298.2560000000005,1.8,4.0,3.0,1.6
20171121,3410.4977,0.5335,196871803.0,3399.01,3290.84,3234.29,1274,1863,35,6,14,638,826,-537.649999999999,1.7999999999999998,189666209.4,3.12,5,4,3,-0.5700000000000001,2.13,17.2,2.43,714.6,3.56,909.6,2.73,-794.7680000000005,0.68,-2.04,2.3,1.3
20171120,3392.3988,0.2806,176524683.0,3398.01,3288.34,3233.49,1651,1515,43,16,16,589,814,-728.63,0.95,189586383.6,2.79,-5,4,3,0.12,1.3800000000000001,18.8,2.55,811.8,2.92,974.0,2.52,-600.0920000000008,1.21,-3.63,1.1,1.3
20171117,3382.9075,-0.4808,249458153.0,3398.5,3285.96,3232.71,315,2902,23,87,17,508,794,-1374.0,-1.6,195359257.8,3.84,-5,4,3,-2.4000000000000004,-1.7399999999999998,20.4,2.4899999999999998,945.4,2.16,1054.2,2.25,-307.57800000000054,4.47,-4.0,0.3,1.7
20171116,3399.2503,-0.0962,156684332.0,3399.85,3283.31,3231.86,1131,1982,29,11,17,870,1033,611.32,-0.3,183322927.8,2.55,-5,4,3,-0.81,1.35,22.2,2.31,1097.8,3.16,1136.6,2.73,45.22199999999948,13.52,4.0,1.5,2.2
20171115,3402.5245,-0.7879999999999999,168792076.0,3399.91,3280.5,3230.78,935,2183,37,18,22,968,1081,-1944.88,-2.6500000000000004,183716146.6,2.7600000000000002,5,4,3,-1.2000000000000002,1.0499999999999998,23.6,2.79,1168.0,3.32,1172.2,2.7600000000000002,554.3939999999994,3.51,-4.0,1.5,2.5
20171114,3429.5482,-0.5304,196472674.0,3399.68,3277.77,3229.76,907,2259,34,6,22,1124,1148,435.73,-1.75,187045025.4,3.1500000000000004,5,4,3,-1.29,2.0999999999999996,24.4,2.7,1198.6,3.76,1186.2,2.91,1342.3819999999994,0.32,0.96,2.2,2.8
20171113,3447.8358,0.4417,205389054.0,3397.08,3274.95,3228.57,1376,1787,48,3,24,1257,1215,733.9400000000011,1.45,185864839.8,3.33,5,4,3,-0.39,2.64,23.6,3.06,1181.0,4.24,1179.2,3.09,1582.5579999999995,0.46,1.3800000000000001,2.8,3.1
20171110,3432.6731,0.1423,189276503.0,3392.67,3271.97,3227.28,1408,1744,52,0,26,1270,1206,390.0,0.44999999999999996,175714322.6,3.24,5,4,3,-0.33,3.0,22.4,3.4799999999999995,1118.0,4.56,1148.4,3.1500000000000004,1562.309999999999,0.25,0.75,2.8,3.1
20171109,3427.7946,0.3611,158650426.0,3389.19,3269.23,3226.07,2012,1107,42,0,24,1221,1211,3157.18,1.2,172401980.0,2.7600000000000002,5,4,3,0.8699999999999999,3.0,20.6,3.51,1018.6,4.8,1104.4,3.3000000000000003,1553.309999999999,2.03,4.0,3.2,2.8
20171108,3415.4602,0.0552,185436470.0,3385.83,3266.61,3224.77,1846,1260,55,2,26,1121,1151,1995.06,0.2,174044748.2,3.21,5,4,3,0.5700000000000001,2.79,18.6,4.199999999999999,949.0,4.72,1071.8,3.21,1256.167999999999,1.59,4.0,3.2,2.7
20171107,3413.5748,0.7497,190571746.0,3383.26,3263.9,3223.6,1897,1187,46,1,18,1036,1113,1636.61,2.5,173070679.6,3.3000000000000003,5,4,3,0.6900000000000001,2.88,15.2,3.54,921.0,4.48,1073.2,3.12,1392.349999999999,1.18,3.54,3.3,2.6
20171106,3388.1742,0.4873,154636468.0,3380.62,3261.15,3222.34,2401,730,35,7,18,942,1061,632.699999999999,1.6,165655971.6,2.79,5,4,3,1.59,2.0100000000000002,14.0,3.87,895.4,4.2,1081.4,2.94,995.0279999999988,0.64,1.92,3.0,2.4
20171103,3371.7441,-0.3418,172714790.0,3379.96,3258.43,3221.21,974,2179,28,3,17,773,986,345.0,-1.1500000000000001,176398535.2,2.94,-5,4,3,-1.1400000000000001,2.43,13.0,3.93,857.6,3.6,1083.2,2.73,665.203999999999,0.52,1.56,1.5,2.0
